"","X","fragment.ID.full","Intercept","umol.L.sec","Temp.C","fragment.ID","species","genotype","chamber.channel","run","temp.Cat","start.time","stop.time","light_dark","treatment","surf.area.cm2","volume","block","umol.sec","BLANK","blank.rate","umol.sec.corr","umol.cm2.hr","Rate.ln"
"226",226,"PV22_D_20_O2",214.104894000938,-0.0115670778611633,20.0742040816327,"PV22_D","P. verrucosa","22",1,"D3",20,2021-03-21 04:06:00,2021-03-21 04:26:00,"dark","control",82.12,0.57,6,-0.00659323438086308,"0",-0.000109881346371702,-0.00648335303449138,0.284219080908049,NA
"227",227,"PV24_D_20_O2",210.138646378987,-0.0101959099437149,20.0370612244898,"PV24_D","P. verrucosa","24",4,"D3",20,2021-03-21 04:06:00,2021-03-21 04:26:00,"dark","control",57.14,0.61,6,-0.00621950506566609,"0",-0.000109881346371702,-0.00610962371929439,0.384925540592576,NA
"228",228,"PV4_D_20_O2",180.420299067991,-0.00837821237585942,20.1530816326531,"PV4_D","P. verrucosa","4",6,"D3",20,2021-03-21 04:06:00,2021-03-21 04:26:00,"dark","enriched",58.84,0.605,1,-0.00506881848739495,"0",-0.000109881346371702,-0.00495893714102325,0.303402000470491,NA
"229",229,"PV5_D_20_O2",208.973495209059,-0.00854050522648082,20.1988163265306,"PV5_D","P. verrucosa","5",10,"D3",20,2021-03-21 04:06:00,2021-03-21 04:26:00,"dark","enriched",44.32,0.61,2,-0.0052097081881533,"0",-0.000109881346371702,-0.0050998268417816,0.414245862599588,NA
"230",230,"PV9_D_20_O2",185.951783001422,-0.0113690611664296,20.2010408163265,"PV9_D","P. verrucosa","9",3,"D3",20,2021-03-21 04:06:00,2021-03-21 04:26:00,"dark","enriched",71.14,0.62,3,-0.00704881792318635,"0",-0.000109881346371702,-0.00693893657681465,0.351141013164644,NA
"233",233,"PV10_D_22_O2",196.696094934144,-0.0144104103343465,22.1609795918367,"PV10_D","P. verrucosa","10",7,"D3",22,2021-03-21 04:41:00,2021-03-21 05:01:00,"dark","enriched",86.17,0.615,3,-0.0088624023556231,"0",-0.000461533000320333,-0.00840086935530276,0.350970519659858,NA
"234",234,"PV18_D_22_O2",205.518016982164,-0.0142550826129773,21.9568571428571,"PV18_D","P. verrucosa","18",9,"D3",22,2021-03-21 04:41:00,2021-03-21 05:01:00,"dark","control",102.05,0.625,5,-0.00890942663311081,"0",-0.000461533000320333,-0.00844789363279048,0.298014866026906,NA
"235",235,"PV20_D_22_O2",208.694538424947,-0.012960200845666,22.0110612244898,"PV20_D","P. verrucosa","20",2,"D3",22,2021-03-21 04:41:00,2021-03-21 05:01:00,"dark","control",69.73,0.61,5,-0.00790572251585626,"0",-0.000461533000320333,-0.00744418951553593,0.384326434188001,NA
"236",236,"PV22_D_22_O2",217.299453712758,-0.0145090221543162,22.0162448979592,"PV22_D","P. verrucosa","22",1,"D3",22,2021-03-21 04:41:00,2021-03-21 05:01:00,"dark","control",82.12,0.57,6,-0.00827014262796023,"0",-0.000461533000320333,-0.0078086096276399,0.342316057714365,NA
"237",237,"PV24_D_22_O2",205.140281210802,-0.0110062979094077,21.9207551020408,"PV24_D","P. verrucosa","24",4,"D3",22,2021-03-21 04:41:00,2021-03-21 05:01:00,"dark","control",57.14,0.61,6,-0.0067138417247387,"0",-0.000461533000320333,-0.00625230872441836,0.393915145395627,NA
"238",238,"PV4_D_22_O2",178.270294547179,-0.00963119962067334,22.0567346938776,"PV4_D","P. verrucosa","4",6,"D3",22,2021-03-21 04:41:00,2021-03-21 05:01:00,"dark","enriched",58.84,0.605,1,-0.00582687577050737,"0",-0.000461533000320333,-0.00536534277018704,0.328267062757874,NA
"239",239,"PV5_D_22_O2",201.17479371791,-0.00830383569918459,22.0771020408163,"PV5_D","P. verrucosa","5",10,"D3",22,2021-03-21 04:41:00,2021-03-21 05:01:00,"dark","enriched",44.32,0.61,2,-0.0050653397765026,"0",-0.000461533000320333,-0.00460380677618227,0.373955424058126,NA
"240",240,"PV9_D_22_O2",183.240891660413,-0.0116360318949344,22.1126734693878,"PV9_D","P. verrucosa","9",3,"D3",22,2021-03-21 04:41:00,2021-03-21 05:01:00,"dark","enriched",71.14,0.62,3,-0.00721433977485933,"0",-0.000461533000320333,-0.006752806774539,0.341722018391065,NA
"243",243,"PV10_D_24_O2",192.210699396486,-0.0173302597402597,24.3141,"PV10_D","P. verrucosa","10",7,"D3",24,2021-03-21 05:15:00,2021-03-21 05:35:00,"dark","enriched",86.17,0.615,3,-0.0106581097402597,"0",-0.000733497629877419,-0.0099246121103823,0.414629263054152,NA
"244",244,"PV18_D_24_O2",203.948215071712,-0.0158162385544121,24.14142,"PV18_D","P. verrucosa","18",9,"D3",24,2021-03-21 05:15:00,2021-03-21 05:35:00,"dark","control",102.05,0.625,5,-0.00988514909650756,"0",-0.000733497629877419,-0.00915165146663014,0.322841208033988,NA
"245",245,"PV20_D_24_O2",206.890677291143,-0.0154015436350376,24.23906,"PV20_D","P. verrucosa","20",2,"D3",24,2021-03-21 05:15:00,2021-03-21 05:35:00,"dark","control",69.73,0.61,5,-0.00939494161737294,"0",-0.000733497629877419,-0.00866144398749552,0.44717049125174,NA
"246",246,"PV22_D_24_O2",205.342957244607,-0.0179043345543345,24.26382,"PV22_D","P. verrucosa","22",1,"D3",24,2021-03-21 05:15:00,2021-03-21 05:35:00,"dark","control",82.12,0.57,6,-0.0102054706959707,"0",-0.000733497629877419,-0.00947197306609325,0.415235058913001,NA
"247",247,"PV24_D_24_O2",202.707861571295,-0.0127679502814259,24.17066,"PV24_D","P. verrucosa","24",4,"D3",24,2021-03-21 05:15:00,2021-03-21 05:35:00,"dark","control",57.14,0.61,6,-0.0077884496716698,"0",-0.000733497629877419,-0.00705495204179238,0.444484202843062,NA
"248",248,"PV4_D_24_O2",174.253296843854,-0.0114490637269707,24.17588,"PV4_D","P. verrucosa","4",6,"D3",24,2021-03-21 05:15:00,2021-03-21 05:35:00,"dark","enriched",58.84,0.605,1,-0.00692668355481727,"0",-0.000733497629877419,-0.00619318592493985,0.378916881879393,NA
"249",249,"PV5_D_24_O2",199.063893883357,-0.00968007440639015,24.2643,"PV5_D","P. verrucosa","5",10,"D3",24,2021-03-21 05:15:00,2021-03-21 05:35:00,"dark","enriched",44.32,0.61,2,-0.00590484538789799,"0",-0.000733497629877419,-0.00517134775802057,0.42005532330492,NA
"250",250,"PV9_D_24_O2",179.739142925898,-0.0142028189457601,24.32692,"PV9_D","P. verrucosa","9",3,"D3",24,2021-03-21 05:15:00,2021-03-21 05:35:00,"dark","enriched",71.14,0.62,3,-0.00880574774637126,"0",-0.000733497629877419,-0.00807225011649384,0.408491712389343,NA
"253",253,"PV10_D_28_O2",178.259317160037,-0.022750092506938,28.2759387755102,"PV10_D","P. verrucosa","10",7,"D3",28,2021-03-21 05:56:00,2021-03-21 06:16:00,"dark","enriched",86.17,0.615,3,-0.0139913068917669,"0",-0.00110673940652832,-0.0128845674852386,0.538289926272006,NA
"254",254,"PV18_D_28_O2",186.739133635084,-0.0189416088180112,28.0611836734694,"PV18_D","P. verrucosa","18",9,"D3",28,2021-03-21 05:56:00,2021-03-21 06:16:00,"dark","control",102.05,0.625,5,-0.011838505511257,"0",-0.00110673940652832,-0.0107317661047287,0.378582635737611,NA
"255",255,"PV20_D_28_O2",193.748652507003,-0.0185233753501401,28.2094081632653,"PV20_D","P. verrucosa","20",2,"D3",28,2021-03-21 05:56:00,2021-03-21 06:16:00,"dark","control",69.73,0.61,5,-0.0112992589635855,"0",-0.00110673940652832,-0.0101925195570571,0.526216411951896,NA
"256",256,"PV22_D_28_O2",187.982560110239,-0.0202431365146482,28.2214897959184,"PV22_D","P. verrucosa","22",1,"D3",28,2021-03-21 05:56:00,2021-03-21 06:16:00,"dark","control",82.12,0.57,6,-0.0115385878133495,"0",-0.00110673940652832,-0.0104318484068212,0.457314348082759,NA
"257",257,"PV24_D_28_O2",188.887374682875,-0.0158968816067654,28.1428775510204,"PV24_D","P. verrucosa","24",4,"D3",28,2021-03-21 05:56:00,2021-03-21 06:16:00,"dark","control",57.14,0.61,6,-0.00969709778012689,"0",-0.00110673940652832,-0.00859035837359857,0.541219638518636,NA
"258",258,"PV4_D_28_O2",160.30678826458,-0.0136962778568042,28.068,"PV4_D","P. verrucosa","4",6,"D3",28,2021-03-21 05:56:00,2021-03-21 06:16:00,"dark","enriched",58.84,0.605,1,-0.00828624810336654,"0",-0.00110673940652832,-0.00717950869683822,0.439262938623684,NA
"259",259,"PV5_D_28_O2",183.717114208338,-0.0116000382974068,28.1994489795918,"PV5_D","P. verrucosa","5",10,"D3",28,2021-03-21 05:56:00,2021-03-21 06:16:00,"dark","enriched",44.32,0.61,2,-0.00707602336141815,"0",-0.00110673940652832,-0.00596928395488983,0.484869635324986,NA
"260",260,"PV9_D_28_O2",164.760994334975,-0.0174721674876847,28.2845510204082,"PV9_D","P. verrucosa","9",3,"D3",28,2021-03-21 05:56:00,2021-03-21 06:16:00,"dark","enriched",71.14,0.62,3,-0.0108327438423645,"0",-0.00110673940652832,-0.00972600443583619,0.492179026834556,NA
"263",263,"PV10_D_30_O2",170.941982758621,-0.0244999999999999,30.0036326530612,"PV10_D","P. verrucosa","10",7,"D3",30,2021-03-21 06:31:00,2021-03-21 06:51:00,"dark","enriched",86.17,0.615,3,-0.0150674999999999,"0",-0.00129718027672497,-0.013770319723275,0.575294777808865,NA
"264",264,"PV18_D_30_O2",178.044728516058,-0.0221885544121222,29.8315102040816,"PV18_D","P. verrucosa","18",9,"D3",30,2021-03-21 06:31:00,2021-03-21 06:51:00,"dark","control",102.05,0.625,5,-0.0138678465075764,"0",-0.00129718027672497,-0.0125706662308514,0.443453193836992,NA
"265",265,"PV20_D_30_O2",181.270956261726,-0.0202447232645404,29.9669183673469,"PV20_D","P. verrucosa","20",2,"D3",30,2021-03-21 06:31:00,2021-03-21 06:51:00,"dark","control",69.73,0.61,5,-0.0123492811913696,"0",-0.00129718027672497,-0.0110521009146447,0.570594626311786,NA
"266",266,"PV22_D_30_O2",178.527583203777,-0.0217696772068512,30.01,"PV22_D","P. verrucosa","22",1,"D3",30,2021-03-21 06:31:00,2021-03-21 06:51:00,"dark","control",82.12,0.57,6,-0.0124087160079052,"0",-0.00129718027672497,-0.0111115357311802,0.487110675015206,NA
"267",267,"PV24_D_30_O2",179.608173454082,-0.0192869234693878,29.9631428571429,"PV24_D","P. verrucosa","24",4,"D3",30,2021-03-21 06:31:00,2021-03-21 06:51:00,"dark","control",57.14,0.61,6,-0.0117650233163266,"0",-0.00129718027672497,-0.0104678430396016,0.659507086849242,NA
"268",268,"PV4_D_30_O2",154.825733868922,-0.0156249894291755,29.9628163265306,"PV4_D","P. verrucosa","4",6,"D3",30,2021-03-21 06:31:00,2021-03-21 06:51:00,"dark","enriched",58.84,0.605,1,-0.00945311860465118,"0",-0.00129718027672497,-0.0081559383279262,0.499003704631787,NA
"269",269,"PV5_D_30_O2",174.76563810064,-0.0139238959565676,29.9580816326531,"PV5_D","P. verrucosa","5",10,"D3",30,2021-03-21 06:31:00,2021-03-21 06:51:00,"dark","enriched",44.32,0.61,2,-0.00849357653350623,"0",-0.00129718027672497,-0.00719639625678126,0.584544822301727,NA
"270",270,"PV9_D_30_O2",155.832505251304,-0.0196503437648174,30.0588571428571,"PV9_D","P. verrucosa","9",3,"D3",30,2021-03-21 06:31:00,2021-03-21 06:51:00,"dark","enriched",71.14,0.62,3,-0.0121832131341868,"0",-0.00129718027672497,-0.0108860328574618,0.550881617751793,NA
"273",273,"PV10_D_32_O2",157.729115651147,-0.0279958805668016,31.9251632653061,"PV10_D","P. verrucosa","10",7,"D3",32,2021-03-21 07:04:00,2021-03-21 07:24:00,"dark","enriched",86.17,0.615,3,-0.017217466548583,"0",-0.00154701666600156,-0.0156704498825814,0.654678189361647,NA
"274",274,"PV18_D_32_O2",163.82673141045,-0.0247525520990637,31.7169795918367,"PV18_D","P. verrucosa","18",9,"D3",32,2021-03-21 07:04:00,2021-03-21 07:24:00,"dark","control",102.05,0.625,5,-0.0154703450619148,"0",-0.00154701666600156,-0.0139233283959132,0.49117082043398,NA
"275",275,"PV20_D_32_O2",171.269504687726,-0.0263048577941816,31.8691020408163,"PV20_D","P. verrucosa","20",2,"D3",32,2021-03-21 07:04:00,2021-03-21 07:24:00,"dark","control",69.73,0.61,5,-0.0160459632544508,"0",-0.00154701666600156,-0.0144989465884492,0.748547364382865,NA
"276",276,"PV22_D_32_O2",168.372591479592,-0.0247016836734694,31.9331020408163,"PV22_D","P. verrucosa","22",1,"D3",32,2021-03-21 07:04:00,2021-03-21 07:24:00,"dark","control",82.12,0.57,6,-0.0140799596938776,"0",-0.00154701666600156,-0.012532943027876,0.549422733808495,NA
"277",277,"PV24_D_32_O2",169.793917070707,-0.0215251515151514,31.8686326530612,"PV24_D","P. verrucosa","24",4,"D3",32,2021-03-21 07:04:00,2021-03-21 07:24:00,"dark","control",57.14,0.61,6,-0.0131303424242424,"0",-0.00154701666600156,-0.0115833257582408,0.729786012069773,NA
"278",278,"PV4_D_32_O2",143.124711921388,-0.0174616798418973,31.8083469387755,"PV4_D","P. verrucosa","4",6,"D3",32,2021-03-21 07:04:00,2021-03-21 07:24:00,"dark","enriched",58.84,0.605,1,-0.0105643163043479,"0",-0.00154701666600156,-0.0090172996383463,0.551704260673805,NA
"279",279,"PV5_D_32_O2",165.17156914361,-0.0150060342555995,31.8721632653061,"PV5_D","P. verrucosa","5",10,"D3",32,2021-03-21 07:04:00,2021-03-21 07:24:00,"dark","enriched",44.32,0.61,2,-0.00915368089591569,"0",-0.00154701666600156,-0.00760666422991413,0.61786983816992,NA
"280",280,"PV9_D_32_O2",146.392242586735,-0.0203968724489796,31.9740816326531,"PV9_D","P. verrucosa","9",3,"D3",32,2021-03-21 07:04:00,2021-03-21 07:24:00,"dark","enriched",71.14,0.62,3,-0.0126460609183674,"0",-0.00154701666600156,-0.0110990442523658,0.561660940518932,NA
"283",283,"PV10_D_34_O2",145.39809301446,-0.0291288320355951,34.0326734693878,"PV10_D","P. verrucosa","10",7,"D3",34,2021-03-21 07:38:00,2021-03-21 07:58:00,"dark","enriched",86.17,0.615,3,-0.017914231701891,"0",-0.00168057749196142,-0.0162336542099296,0.67820767269057,NA
"284",284,"PV18_D_34_O2",155.307819538462,-0.0280656923076924,33.8292448979592,"PV18_D","P. verrucosa","18",9,"D3",34,2021-03-21 07:38:00,2021-03-21 07:58:00,"dark","control",102.05,0.625,5,-0.0175410576923077,"0",-0.00168057749196142,-0.0158604802003463,0.559507385803496,NA
"285",285,"PV20_D_34_O2",161.297403492647,-0.0284947359625669,34.1435714285714,"PV20_D","P. verrucosa","20",2,"D3",34,2021-03-21 07:38:00,2021-03-21 07:58:00,"dark","control",69.73,0.61,5,-0.0173817889371658,"0",-0.00168057749196142,-0.0157012114452044,0.810617541986746,NA
"286",286,"PV22_D_34_O2",152.754067670097,-0.0277470585852038,33.9720816326531,"PV22_D","P. verrucosa","22",1,"D3",34,2021-03-21 07:38:00,2021-03-21 07:58:00,"dark","control",82.12,0.57,6,-0.0158158233935662,"0",-0.00168057749196142,-0.0141352459016048,0.619664944541855,NA
"287",287,"PV24_D_34_O2",156.095468876529,-0.0238339488320356,33.892306122449,"PV24_D","P. verrucosa","24",4,"D3",34,2021-03-21 07:38:00,2021-03-21 07:58:00,"dark","control",57.14,0.61,6,-0.0145387087875417,"0",-0.00168057749196142,-0.0128581312955803,0.810102776760397,NA
"288",288,"PV4_D_34_O2",135.167724153846,-0.0206612478632479,34.0043469387755,"PV4_D","P. verrucosa","4",6,"D3",34,2021-03-21 07:38:00,2021-03-21 07:58:00,"dark","enriched",58.84,0.605,1,-0.012500054957265,"0",-0.00168057749196142,-0.0108194774653036,0.66196667020892,NA
"289",289,"PV5_D_34_O2",153.088949057223,-0.0181117213883677,33.9045306122449,"PV5_D","P. verrucosa","5",10,"D3",34,2021-03-21 07:38:00,2021-03-21 07:58:00,"dark","enriched",44.32,0.61,2,-0.0110481500469043,"0",-0.00168057749196142,-0.00936757255494288,0.760903907892472,NA
"290",290,"PV9_D_34_O2",135.12421935518,-0.0249781994362227,34.1022857142857,"PV9_D","P. verrucosa","9",3,"D3",34,2021-03-21 07:38:00,2021-03-21 07:58:00,"dark","enriched",71.14,0.62,3,-0.0154864836504581,"0",-0.00168057749196142,-0.0138059061584967,0.698640176702108,NA
"293",293,"PV10_D_36_O2",140.512814735043,-0.0271456752136753,36.2284693877551,"PV10_D","P. verrucosa","10",7,"D3",36,2021-03-21 08:22:00,2021-03-21 08:42:00,"dark","enriched",86.17,0.615,3,-0.0166945902564103,"0",-0.00148824148670222,-0.0152063487697081,0.635289028327134,NA
"294",294,"PV18_D_36_O2",146.235528037767,-0.0235534893267651,35.9717959183673,"PV18_D","P. verrucosa","18",9,"D3",36,2021-03-21 08:22:00,2021-03-21 08:42:00,"dark","control",102.05,0.625,5,-0.0147209308292282,"0",-0.00148824148670222,-0.013232689342526,0.466807267350255,NA
"295",295,"PV20_D_36_O2",150.052613217338,-0.024754242979243,36.0862244897959,"PV20_D","P. verrucosa","20",2,"D3",36,2021-03-21 08:22:00,2021-03-21 08:42:00,"dark","control",69.73,0.61,5,-0.0151000882173382,"0",-0.00148824148670222,-0.013611846730636,0.70274843295984,NA
"296",296,"PV22_D_36_O2",151.077638242933,-0.0281105118411,36.2595,"PV22_D","P. verrucosa","22",1,"D3",36,2021-03-21 08:22:00,2021-03-21 08:42:00,"dark","control",82.12,0.57,6,-0.016022991749427,"0",-0.00148824148670222,-0.0145347502627248,0.63717853075754,NA
"297",297,"PV24_D_36_O2",147.55598984534,-0.021585286935287,35.9250816326531,"PV24_D","P. verrucosa","24",4,"D3",36,2021-03-21 08:22:00,2021-03-21 08:42:00,"dark","control",57.14,0.61,6,-0.0131670250305251,"0",-0.00148824148670222,-0.0116787835438228,0.735800153268503,NA
"298",298,"PV4_D_36_O2",128.375942635468,-0.0196337684729064,36.1159591836735,"PV4_D","P. verrucosa","4",6,"D3",36,2021-03-21 08:22:00,2021-03-21 08:42:00,"dark","enriched",58.84,0.605,1,-0.0118784299261084,"0",-0.00148824148670222,-0.0103901884394062,0.635701536061559,NA
"299",299,"PV5_D_36_O2",144.55294391453,-0.0167302393162393,36.1188571428571,"PV5_D","P. verrucosa","5",10,"D3",36,2021-03-21 08:22:00,2021-03-21 08:42:00,"dark","enriched",44.32,0.61,2,-0.010205445982906,"0",-0.00148824148670222,-0.00871720449620375,0.708076177489474,NA
"300",300,"PV9_D_36_O2",129.951548891129,-0.0199037298387097,36.3026734693878,"PV9_D","P. verrucosa","9",3,"D3",36,2021-03-21 08:22:00,2021-03-21 08:42:00,"dark","enriched",71.14,0.62,3,-0.0123403125,"0",-0.00148824148670222,-0.0108520710132978,0.549162997580434,NA
"303",303,"PV10_D_37_O2",136.307907860963,-0.0228277998472116,36.9787755102041,"PV10_D","P. verrucosa","10",7,"D3",37,2021-03-21 08:55:00,2021-03-21 09:15:00,"dark","enriched",86.17,0.615,3,-0.0140390969060351,"0",-0.00150148010176844,-0.0125376168042667,0.523795062032727,NA
"304",304,"PV18_D_37_O2",142.026642337662,-0.0220192666157372,36.6884897959184,"PV18_D","P. verrucosa","18",9,"D3",37,2021-03-21 08:55:00,2021-03-21 09:15:00,"dark","control",102.05,0.625,5,-0.0137620416348357,"0",-0.00150148010176844,-0.0122605615330673,0.432513684654996,NA
"305",305,"PV20_D_37_O2",147.297202932487,-0.0219509355509355,36.9135102040816,"PV20_D","P. verrucosa","20",2,"D3",37,2021-03-21 08:55:00,2021-03-21 09:15:00,"dark","control",69.73,0.61,5,-0.0133900706860707,"0",-0.00150148010176844,-0.0118885905843022,0.613780669776107,NA
"306",306,"PV22_D_37_O2",143.755737216749,-0.0258337684729064,36.9301632653061,"PV22_D","P. verrucosa","22",1,"D3",37,2021-03-21 08:55:00,2021-03-21 09:15:00,"dark","control",82.12,0.57,6,-0.0147252480295566,"0",-0.00150148010176844,-0.0132237679277882,0.579707312957106,NA
"307",307,"PV24_D_37_O2",141.769614558486,-0.0202483258562206,36.7878979591837,"PV24_D","P. verrucosa","24",4,"D3",37,2021-03-21 08:55:00,2021-03-21 09:15:00,"dark","control",57.14,0.61,6,-0.0123514787722946,"0",-0.00150148010176844,-0.0108499986705261,0.683584095447918,NA
"308",308,"PV4_D_37_O2",121.70824570634,-0.0170374749721913,36.823612244898,"PV4_D","P. verrucosa","4",6,"D3",37,2021-03-21 08:55:00,2021-03-21 09:15:00,"dark","enriched",58.84,0.605,1,-0.0103076723581757,"0",-0.00150148010176844,-0.00880619225640729,0.538788105422608,NA
"309",309,"PV5_D_37_O2",138.373433640755,-0.0149528326745718,36.8743673469388,"PV5_D","P. verrucosa","5",10,"D3",37,2021-03-21 08:55:00,2021-03-21 09:15:00,"dark","enriched",44.32,0.61,2,-0.0091212279314888,"0",-0.00150148010176844,-0.00761974782972036,0.618932585446599,NA
"310",310,"PV9_D_37_O2",125.712728959222,-0.0162756638217165,37.0282857142857,"PV9_D","P. verrucosa","9",3,"D3",37,2021-03-21 08:55:00,2021-03-21 09:15:00,"dark","enriched",71.14,0.62,3,-0.0100909115694642,"0",-0.00150148010176844,-0.00858943146769579,0.434663386051516,NA
"313",313,"PV10_D_38_O2",132.594824075504,-0.0213214157014157,37.9069795918367,"PV10_D","P. verrucosa","10",7,"D3",38,2021-03-21 09:32:00,2021-03-21 09:52:00,"dark","enriched",86.17,0.615,3,-0.0131126706563707,"0",-0.00178515328924344,-0.0113275173671272,0.473239671830776,NA
"314",314,"PV18_D_38_O2",133.946790479094,-0.00704901567944247,38.058693877551,"PV18_D","P. verrucosa","18",9,"D3",38,2021-03-21 09:32:00,2021-03-21 09:52:00,"dark","control",102.05,0.625,5,-0.00440563479965154,"0",-0.00178515328924344,-0.0026204815104081,0.0924422678830883,-4.88518411833054
"315",315,"PV20_D_38_O2",143.343606062288,-0.0194532408263953,37.8134285714286,"PV20_D","P. verrucosa","20",2,"D3",38,2021-03-21 09:32:00,2021-03-21 09:52:00,"dark","control",69.73,0.61,5,-0.0118664769041011,"0",-0.00178515328924344,-0.0100813236148577,0.520475620442961,NA
"316",316,"PV22_D_38_O2",138.783961153846,-0.0214229737335835,37.9227142857143,"PV22_D","P. verrucosa","22",1,"D3",38,2021-03-21 09:32:00,2021-03-21 09:52:00,"dark","control",82.12,0.57,6,-0.0122110950281426,"0",-0.00178515328924344,-0.0104259417388992,0.457055409888419,NA
"317",317,"PV24_D_38_O2",135.858492665505,-0.0180940592334495,38.1228571428571,"PV24_D","P. verrucosa","24",4,"D3",38,2021-03-21 09:32:00,2021-03-21 09:52:00,"dark","control",57.14,0.61,6,-0.0110373761324042,"0",-0.00178515328924344,-0.00925222284316075,0.582919185078381,NA
"318",318,"PV4_D_38_O2",114.66075094941,-0.0163961429381736,38.0654693877551,"PV4_D","P. verrucosa","4",6,"D3",38,2021-03-21 09:32:00,2021-03-21 09:52:00,"dark","enriched",58.84,0.605,1,-0.00991966647759503,"0",-0.00178515328924344,-0.00813451318835159,0.497692853128241,NA
"319",319,"PV5_D_38_O2",131.556990121951,-0.0140132926829269,38.0917755102041,"PV5_D","P. verrucosa","5",10,"D3",38,2021-03-21 09:32:00,2021-03-21 09:52:00,"dark","enriched",44.32,0.61,2,-0.00854810853658541,"0",-0.00178515328924344,-0.00676295524734196,0.549337520090954,NA
"320",320,"PV9_D_38_O2",119.902694676835,-0.0141529975838116,37.9940612244898,"PV9_D","P. verrucosa","9",3,"D3",38,2021-03-21 09:32:00,2021-03-21 09:52:00,"dark","enriched",71.14,0.62,3,-0.00877485850196319,"0",-0.00178515328924344,-0.00698970521271975,0.353710131652953,NA
"322",322,"PV10_D_39_O2",124.583899820382,-0.0172695365043351,39.1183958333333,"PV10_D","P. verrucosa","10",7,"D3",39,2021-03-21 10:07:00,2021-03-21 10:27:00,"dark","enriched",86.17,0.615,3,-0.0106207649501661,"0",-0.00188759182401491,-0.00873317312615118,0.364853467031963,NA
"323",323,"PV18_D_39_O2",123.722338647597,-0.0209904586338223,38.7010416666667,"PV18_D","P. verrucosa","18",9,"D3",39,2021-03-21 10:07:00,2021-03-21 10:30:00,"dark","control",102.05,0.625,5,-0.0131190366461389,"0",-0.00188759182401491,-0.011231444822124,0.396209714450235,NA
"324",324,"PV20_D_39_O2",134.361147366947,-0.0180336414565827,39.0467346938776,"PV20_D","P. verrucosa","20",2,"D3",39,2021-03-21 10:07:00,2021-03-21 10:27:00,"dark","control",69.73,0.61,5,-0.0110005212885154,"0",-0.00188759182401491,-0.00911292946450054,0.470479651114326,NA
"325",325,"PV22_D_39_O2",129.975979084181,-0.0207587943262412,39.0851458333333,"PV22_D","P. verrucosa","22",1,"D3",39,2021-03-21 10:07:00,2021-03-21 10:27:00,"dark","control",82.12,0.57,6,-0.0118325127659575,"0",-0.00188759182401491,-0.00994492094194257,0.435968282890809,NA
"326",326,"PV24_D_39_O2",131.153811767677,-0.0181804545454545,38.9780204081633,"PV24_D","P. verrucosa","24",4,"D3",39,2021-03-21 10:07:00,2021-03-21 10:27:00,"dark","control",57.14,0.61,6,-0.0110900772727272,"0",-0.00188759182401491,-0.00920248544871233,0.579785572547504,NA
"327",327,"PV4_D_39_O2",109.878934954407,-0.0167860182370821,38.902612244898,"PV4_D","P. verrucosa","4",6,"D3",39,2021-03-21 10:07:00,2021-03-21 10:27:00,"dark","enriched",58.84,0.605,1,-0.0101555410334347,"0",-0.00188759182401491,-0.00826794920941976,0.505856851698014,NA
"328",328,"PV5_D_39_O2",123.571057715814,-0.0150225744843391,38.8969375,"PV5_D","P. verrucosa","5",10,"D3",39,2021-03-21 10:07:00,2021-03-21 10:27:00,"dark","enriched",44.32,0.61,2,-0.00916377043544685,"0",-0.00188759182401491,-0.00727617861143194,0.591025338473714,NA
"329",329,"PV9_D_39_O2",116.494342944926,-0.0108429584312454,39.2268541666667,"PV9_D","P. verrucosa","9",3,"D3",39,2021-03-21 10:07:00,2021-03-21 10:27:00,"dark","enriched",71.14,0.62,3,-0.00672263422737215,"0",-0.00188759182401491,-0.00483504240335724,0.244674622604527,NA
"332",332,"PV12_D_20_O2",226.974197644216,-0.00960235578375107,20.1142040816327,"PV12_D","P. verrucosa","12",8,"D4",20,2021-03-21 04:10:00,2021-03-21 04:30:00,"dark","enriched",52.37,0.61,3,-0.00585743702808815,"0",-0.000109881346371702,-0.00574755568171645,0.395096437925897,NA
"333",333,"PV14_D_20_O2",208.367086431452,-0.0146957056451614,20.0947142857143,"PV14_D","P. verrucosa","14",4,"D4",20,2021-03-21 04:10:00,2021-03-21 04:30:00,"dark","enriched",91.23,0.57,4,-0.008376552217742,"0",-0.000109881346371702,-0.0082666708713703,0.326208649971863,NA
"334",334,"PV15_D_20_O2",215.917933238636,-0.0134275568181819,20.0418367346939,"PV15_D","P. verrucosa","15",5,"D4",20,2021-03-21 04:10:00,2021-03-21 04:30:00,"dark","enriched",105.7,0.605,4,-0.00812367187500005,"0",-0.000109881346371702,-0.00801379052862835,0.272938939480246,NA
"335",335,"PV16_D_20_O2",181.238138762414,-0.0102889533995415,20.0931632653061,"PV16_D","P. verrucosa","16",6,"D4",20,2021-03-21 04:10:00,2021-03-21 04:30:00,"dark","enriched",68.89,0.61,4,-0.00627626157372032,"0",-0.000109881346371702,-0.00616638022734861,0.322237898366309,NA
"336",336,"PV26_D_20_O2",203.750828966235,-0.00497258325624421,20.2141632653061,"PV26_D","P. verrucosa","26",7,"D4",20,2021-03-21 04:10:00,2021-03-21 04:30:00,"dark","control",48.25,0.62,7,-0.00308300161887141,"0",-0.000109881346371702,-0.00297312027249971,0.221828662818631,NA
