"","X","fragment.ID.full","Intercept","umol.L.sec","Temp.C","fragment.ID","species","genotype","chamber.channel","run","temp.Cat","start.time","stop.time","light_dark","treatment","surf.area.cm2","volume","block","chl.ugcm2","chlA.ug.sample","umol.sec","BLANK","blank.rate","umol.sec.corr","umol.chl.ug.hr","Rate.ln"
"399",399,"PV31_D_34_O2",161.189837987805,-0.0194965243902439,33.72175,"PV31_D","P. verrucosa","31",2,"D4",34,2021-03-24 07:47:00,2021-03-24 08:07:00,"dark","control",52.35,0.6,8,0.218633751,0.277613333,-0.0116979146341463,"0",-0.00168057749196142,-0.0100173371421849,129.901591260625,NA
"402",402,"PV12_D_36_O2",160.230362301587,-0.0209282567049808,35.8215471698113,"PV12_D","P. verrucosa","12",8,"D4",36,2021-03-24 08:33:00,2021-03-24 08:54:00,"dark","enriched",52.37,0.61,3,1.798010682,1.927713333,-0.0127662365900383,"0",-0.00148824148670222,-0.0112779951033361,21.0616286545183,NA
"403",403,"PV14_D_36_O2",141.599698121334,-0.0280267503665689,35.6842641509434,"PV14_D","P. verrucosa","14",4,"D4",36,2021-03-24 08:33:00,2021-03-24 08:54:00,"dark","enriched",91.23,0.57,4,1.131342037,1.377946667,-0.0159752477089443,"0",-0.00148824148670222,-0.0144870062222421,37.8485057869597,NA
"404",404,"PV15_D_36_O2",152.260344454619,-0.0300082722832723,35.8940943396226,"PV15_D","P. verrucosa","15",5,"D4",36,2021-03-24 08:33:00,2021-03-24 08:54:00,"dark","enriched",105.7,0.605,4,0.571370729,0.699823333,-0.0181550047313797,"0",-0.00148824148670222,-0.0166667632446775,85.7364206815309,NA
"405",405,"PV16_D_36_O2",125.565602154316,-0.0166699923605806,35.5739811320755,"PV16_D","P. verrucosa","16",6,"D4",36,2021-03-24 08:33:00,2021-03-24 08:54:00,"dark","enriched",68.89,0.61,4,2.710425685,2.379033333,-0.0101686953399542,"0",-0.00148824148670222,-0.00868045385325195,13.135433387266,NA
"406",406,"PV26_D_36_O2",145.364510619236,-0.0131382872200264,35.8553773584906,"PV26_D","P. verrucosa","26",7,"D4",36,2021-03-24 08:33:00,2021-03-24 08:54:00,"dark","control",48.25,0.62,7,0.760828098,0.771423333,-0.00814573807641637,"0",-0.00148824148670222,-0.00665749658971415,31.0685283912341,NA
"407",407,"PV27_D_36_O2",129.570504057971,-0.0235243478260869,36.0577735849057,"PV27_D","P. verrucosa","27",3,"D4",36,2021-03-24 08:33:00,2021-03-24 08:54:00,"dark","control",99.83,0.605,7,0.489498702,0.47485,-0.0142322304347826,"0",-0.00148824148670222,-0.0127439889480804,96.6165319850253,NA
"408",408,"PV28_D_36_O2",145.767283347339,-0.0239432913165266,35.5873962264151,"PV28_D","P. verrucosa","28",9,"D4",36,2021-03-24 08:33:00,2021-03-24 08:54:00,"dark","control",81.43,0.62,7,1.437701613,1.78275,-0.0148448406162465,"0",-0.00148824148670222,-0.0133565991295443,26.9716768286969,NA
"409",409,"PV31_D_36_O2",153.550482574484,-0.0185571352177234,35.7668113207547,"PV31_D","P. verrucosa","31",2,"D4",36,2021-03-24 08:33:00,2021-03-24 08:54:00,"dark","control",52.35,0.6,8,0.218633751,0.277613333,-0.011134281130634,"0",-0.00148824148670222,-0.00964603964393182,125.086725276824,NA
"412",412,"PV12_D_37_O2",151.122984285714,-0.0177999719887955,36.7565714285714,"PV12_D","P. verrucosa","12",8,"D4",37,2021-03-24 09:09:00,2021-03-24 09:29:00,"dark","enriched",52.37,0.61,3,1.798010682,1.927713333,-0.0108579829131653,"0",-0.00150148010176844,-0.00935650281139681,17.473246433695,NA
"413",413,"PV14_D_37_O2",136.20914179803,-0.024474802955665,36.762693877551,"PV14_D","P. verrucosa","14",4,"D4",37,2021-03-24 09:09:00,2021-03-24 09:29:00,"dark","enriched",91.23,0.57,4,1.131342037,1.377946667,-0.013950637684729,"0",-0.00150148010176844,-0.0124491575829606,32.5244571302832,NA
"414",414,"PV15_D_37_O2",142.601421760684,-0.0260915042735043,36.7555714285714,"PV15_D","P. verrucosa","15",5,"D4",37,2021-03-24 09:09:00,2021-03-24 09:29:00,"dark","enriched",105.7,0.605,4,0.571370729,0.699823333,-0.0157853600854701,"0",-0.00150148010176844,-0.0142838799837017,73.4784988103933,NA
"415",415,"PV16_D_37_O2",124.184986823362,-0.0143954517704517,36.8602653061225,"PV16_D","P. verrucosa","16",6,"D4",37,2021-03-24 09:09:00,2021-03-24 09:29:00,"dark","enriched",68.89,0.61,4,2.710425685,2.379033333,-0.00878122557997554,"0",-0.00150148010176844,-0.00727974547820709,11.0158539428693,NA
"416",416,"PV26_D_37_O2",138.433163278388,-0.0115692612942613,36.8496326530612,"PV26_D","P. verrucosa","26",7,"D4",37,2021-03-24 09:09:00,2021-03-24 09:29:00,"dark","control",48.25,0.62,7,0.760828098,0.771423333,-0.00717294200244201,"0",-0.00150148010176844,-0.00567146190067356,26.4670019287903,NA
"417",417,"PV27_D_37_O2",126.85734328629,-0.0211142540322581,37.0319795918367,"PV27_D","P. verrucosa","27",3,"D4",37,2021-03-24 09:09:00,2021-03-24 09:29:00,"dark","control",99.83,0.605,7,0.489498702,0.47485,-0.0127741236895162,"0",-0.00150148010176844,-0.0112726435877477,85.4617603788391,NA
"418",418,"PV28_D_37_O2",138.232612189662,-0.0214017704517704,36.5787959183673,"PV28_D","P. verrucosa","28",9,"D4",37,2021-03-24 09:09:00,2021-03-24 09:29:00,"dark","control",81.43,0.62,7,1.437701613,1.78275,-0.0132690976800976,"0",-0.00150148010176844,-0.0117676175783292,23.762963557417,NA
"419",419,"PV31_D_37_O2",146.926817246964,-0.0161864777327935,36.7991428571429,"PV31_D","P. verrucosa","31",2,"D4",37,2021-03-24 09:09:00,2021-03-24 09:29:00,"dark","control",52.35,0.6,8,0.218633751,0.277613333,-0.0097118866396761,"0",-0.00150148010176844,-0.00821040653790766,106.469899039278,NA
"422",422,"PV12_D_38_O2",147.076565101965,-0.0157040711902114,38.0383673469388,"PV12_D","P. verrucosa","12",8,"D4",38,2021-03-24 09:42:00,2021-03-24 10:02:00,"dark","enriched",52.37,0.61,3,1.798010682,1.927713333,-0.00957948342602895,"0",-0.00178515328924344,-0.00779433013678551,14.5558927316025,NA
"423",423,"PV14_D_38_O2",134.962681908832,-0.0226583028083028,38.0996875,"PV14_D","P. verrucosa","14",4,"D4",38,2021-03-24 09:42:00,2021-03-24 10:02:00,"dark","enriched",91.23,0.57,4,1.131342037,1.377946667,-0.0129152326007326,"0",-0.00178515328924344,-0.0111300793114892,29.078255698093,NA
"424",424,"PV15_D_38_O2",139.070907794058,-0.0223176434676434,37.9615625,"PV15_D","P. verrucosa","15",5,"D4",38,2021-03-24 09:42:00,2021-03-24 10:02:00,"dark","enriched",105.7,0.605,4,0.571370729,0.699823333,-0.0135021742979243,"0",-0.00178515328924344,-0.0117170210086808,60.2741772704668,NA
"425",425,"PV16_D_38_O2",121.653006748768,-0.0130215270935961,38.0651666666667,"PV16_D","P. verrucosa","16",6,"D4",38,2021-03-24 09:42:00,2021-03-24 10:02:00,"dark","enriched",68.89,0.61,4,2.710425685,2.379033333,-0.00794313152709362,"0",-0.00178515328924344,-0.00615797823785018,9.31837370614119,NA
"426",426,"PV26_D_38_O2",136.296789210116,-0.0107749498663102,38.1187551020408,"PV26_D","P. verrucosa","26",7,"D4",38,2021-03-24 09:42:00,2021-03-24 10:02:00,"dark","control",48.25,0.62,7,0.760828098,0.771423333,-0.00668046891711232,"0",-0.00178515328924344,-0.00489531562786888,22.8449613933676,NA
"427",427,"PV27_D_38_O2",123.835590307692,-0.0189995384615385,38.1701458333333,"PV27_D","P. verrucosa","27",3,"D4",38,2021-03-24 09:42:00,2021-03-24 10:02:00,"dark","control",99.83,0.605,7,0.489498702,0.47485,-0.0114947207692308,"0",-0.00178515328924344,-0.00970956747998735,73.6115466525312,NA
"428",428,"PV28_D_38_O2",138.886393613445,-0.0191185434173669,37.9162857142857,"PV28_D","P. verrucosa","28",9,"D4",38,2021-03-24 09:42:00,2021-03-24 10:02:00,"dark","control",81.43,0.62,7,1.437701613,1.78275,-0.0118534969187675,"0",-0.00178515328924344,-0.010068343629524,20.3315310987444,NA
"429",429,"PV31_D_38_O2",140.953624629488,-0.0135978915202444,38.0586041666667,"PV31_D","P. verrucosa","31",2,"D4",38,2021-03-24 09:42:00,2021-03-24 10:02:00,"dark","control",52.35,0.6,8,0.218633751,0.277613333,-0.00815873491214664,"0",-0.00178515328924344,-0.0063735816229032,82.6505470558631,NA
"432",432,"PV11_L_20_O2",239.677382812274,0.0291673577941815,20.3807551020408,"PV11_L","P. verrucosa","11",6,"L1",20,2021-03-24 12:57:00,2021-03-24 01:17:00,"light","enriched",62.54,0.595,3,1.48062872,1.495356667,0.017354577887538,"0",-0.00076778728876967,0.0181223651763077,43.6287315758546,3.77800535919246
"433",433,"PV21_L_20_O2",222.630492312887,0.0112363422737217,20.506693877551,"PV21_L","P. verrucosa","21",10,"L1",20,2021-03-24 12:57:00,2021-03-24 01:17:00,"light","control",90.15,0.58,6,1.661026261,1.756996667,0.00651707851875859,"0",-0.00076778728876967,0.00728486580752826,14.9263327584342,2.70980417921182
"434",434,"PV29_L_20_O2",211.648717819742,0.00986361965240634,20.1648979591837,"PV29_L","P. verrucosa","29",3,"L1",20,2021-03-24 12:57:00,2021-03-24 01:17:00,"light","control",88.91,0.615,8,0.286292138,0.374936667,0.0060661260862299,"0",-0.00076778728876967,0.00683391337499957,65.6166502648258,4.18535232207131
"435",435,"PV3_L_20_O2",236.14833002153,0.0134437879939209,20.4065102040816,"PV3_L","P. verrucosa","3",2,"L1",20,2021-03-24 12:57:00,2021-03-24 01:17:00,"light","enriched",104.37,0.625,1,1.363743438,1.385563333,0.00840236749620056,"0",-0.00076778728876967,0.00917015478497023,23.826090399213,3.17496951202516
"436",436,"PV30_L_20_O2",220.588941548497,0.0053995097642006,20.2087142857143,"PV30_L","P. verrucosa","30",7,"L1",20,2021-03-24 12:57:00,2021-03-24 01:17:00,"light","control",60.07,0.61,8,0.893279254,0.37493667,0.00329370095616237,"0",-0.00076778728876967,0.00406148824493204,38.9968729432502,3.66604248791712
"437",437,"PV32_L_20_O2",212.331594145968,0.00625244556297184,20.0563469387755,"PV32_L","P. verrucosa","32",9,"L1",20,2021-03-24 12:57:00,2021-03-24 01:17:00,"light","control",70.07,0.57,8,0.427049174,0.752066667,0.00356389397089395,"0",-0.00076778728876967,0.00433168125966362,20.7349337752115,3.0366310863338
"438",438,"PV6_L_20_O2",203.714638290433,0.0124441634491636,20.2723469387755,"PV6_L","P. verrucosa","6",5,"L1",20,2021-03-24 12:57:00,2021-03-24 01:17:00,"light","enriched",67.31,0.63,2,0.559733783,0.456166667,0.00783982297297307,"0",-0.00076778728876967,0.00860761026174274,67.9299895936365,4.21994863138969
"439",439,"PV8_L_20_O2",197.958032454317,0.0141503884451253,20.2001632653061,"PV8_L","P. verrucosa","8",4,"L1",20,2021-03-24 12:57:00,2021-03-24 01:17:00,"light","enriched",93.58,0.61,2,0.344302262,0.417243333,0.00863173695152643,"0",-0.00076778728876967,0.0093995242402961,81.0996475887752,4.3969109071185
"442",442,"PV11_L_22_O2",238.164477662338,0.0382237891520245,22.1185306122449,"PV11_L","P. verrucosa","11",6,"L1",22,2021-03-24 01:35:00,2021-03-24 01:55:00,"light","enriched",62.54,0.595,3,1.48062872,1.495356667,0.0227431545454546,"0",-0.00127871778068115,0.0240218723261357,57.8315142350508,4.05926152381492
"443",443,"PV21_L_22_O2",220.892002617946,0.0121046284304656,22.1303469387755,"PV21_L","P. verrucosa","21",10,"L1",22,2021-03-24 01:35:00,2021-03-24 01:55:00,"light","control",90.15,0.58,6,1.661026261,1.756996667,0.00702068448967005,"0",-0.00127871778068115,0.00829940227035119,17.0050682135211,2.83937480635036
"444",444,"PV29_L_22_O2",211.864545650861,0.00708286016309269,22.1939183673469,"PV29_L","P. verrucosa","29",3,"L1",22,2021-03-24 01:35:00,2021-03-24 01:55:00,"light","control",88.91,0.615,8,0.286292138,0.374936667,0.004355959000302,"0",-0.00127871778068115,0.00563467678098315,54.102034281804,3.99271844061587
"445",445,"PV3_L_22_O2",237.439083162187,0.0170983539716097,22.1888571428571,"PV3_L","P. verrucosa","3",2,"L1",22,2021-03-24 01:35:00,2021-03-24 01:55:00,"light","enriched",104.37,0.625,1,1.363743438,1.385563333,0.0106864712322561,"0",-0.00127871778068115,0.0119651890129372,31.0882075331117,3.44004005968684
"446",446,"PV30_L_22_O2",220.303265760122,0.00729145912910628,22.1740204081633,"PV30_L","P. verrucosa","30",7,"L1",22,2021-03-24 01:35:00,2021-03-24 01:55:00,"light","control",60.07,0.61,8,0.893279254,0.37493667,0.00444779006875483,"0",-0.00127871778068115,0.00572650784943598,54.9837610121451,4.00885495424798
"447",447,"PV32_L_22_O2",218.183022359287,0.00660053001876181,22.0554489795918,"PV32_L","P. verrucosa","32",9,"L1",22,2021-03-24 01:35:00,2021-03-24 01:55:00,"light","control",70.07,0.57,8,0.427049174,0.752066667,0.00376230211069423,"0",-0.00127871778068115,0.00504101989137538,24.1304028023773,3.18760815880818
"448",448,"PV6_L_22_O2",210.2878476055,0.0189703176861071,22.3161428571429,"PV6_L","P. verrucosa","6",5,"L1",22,2021-03-24 01:35:00,2021-03-24 01:55:00,"light","enriched",67.31,0.63,2,0.559733783,0.456166667,0.0119513001422475,"0",-0.00127871778068115,0.0132300179229286,104.409348529938,4.64927652702022
"449",449,"PV8_L_22_O2",196.43544682266,0.0202113054187193,22.3210204081633,"PV8_L","P. verrucosa","8",4,"L1",22,2021-03-24 01:35:00,2021-03-24 01:55:00,"light","enriched",93.58,0.61,2,0.344302262,0.417243333,0.0123288963054188,"0",-0.00127871778068115,0.0136076140860999,117.407294102791,4.76650040912805
"452",452,"PV11_L_24_O2",230.596203582888,0.0459739572192512,24.0060816326531,"PV11_L","P. verrucosa","11",6,"L1",24,2021-03-24 02:11:00,2021-03-24 02:31:00,"light","enriched",62.54,0.595,3,1.48062872,1.495356667,0.0273545045454545,"0",-0.0014174874036554,0.0287719919491099,69.2672011317521,4.23941414962855
"453",453,"PV21_L_24_O2",212.678020853859,0.0187421455938697,23.9980816326531,"PV21_L","P. verrucosa","21",10,"L1",24,2021-03-24 02:11:00,2021-03-24 02:31:00,"light","control",90.15,0.58,6,1.661026261,1.756996667,0.0108704444444444,"0",-0.0014174874036554,0.0122879318480998,25.1773697036611,3.22990951733305
"454",454,"PV29_L_24_O2",202.986268632544,0.00832388082505733,24.0382857142857,"PV29_L","P. verrucosa","29",3,"L1",24,2021-03-24 02:11:00,2021-03-24 02:31:00,"light","control",88.91,0.615,8,0.286292138,0.374936667,0.00511918670741026,"0",-0.0014174874036554,0.00653667411106566,62.7626713282656,4.14095252693904
"455",455,"PV3_L_24_O2",228.026735668449,0.0208343850267381,24.0345714285714,"PV3_L","P. verrucosa","3",2,"L1",24,2021-03-24 02:11:00,2021-03-24 02:31:00,"light","enriched",104.37,0.625,1,1.363743438,1.385563333,0.0130214906417113,"0",-0.0014174874036554,0.0144389780453667,37.5156585955354,3.6274204157127
"456",456,"PV30_L_24_O2",211.954698961819,0.0104166537966538,24.0187551020408,"PV30_L","P. verrucosa","30",7,"L1",24,2021-03-24 02:11:00,2021-03-24 02:31:00,"light","control",60.07,0.61,8,0.893279254,0.37493667,0.00635415881595882,"0",-0.0014174874036554,0.00777164621961422,74.6204056023946,4.31375322220343
"457",457,"PV32_L_24_O2",208.997809336007,0.00862961229946519,23.8543469387755,"PV32_L","P. verrucosa","32",9,"L1",24,2021-03-24 02:11:00,2021-03-24 02:31:00,"light","control",70.07,0.57,8,0.427049174,0.752066667,0.00491887901069516,"0",-0.0014174874036554,0.00633636641435056,30.3309800747518,3.41546117090754
"458",458,"PV6_L_24_O2",201.427347256098,0.0240551829268293,24.0328775510204,"PV6_L","P. verrucosa","6",5,"L1",24,2021-03-24 02:11:00,2021-03-24 02:31:00,"light","enriched",67.31,0.63,2,0.559733783,0.456166667,0.0151547652439025,"0",-0.0014174874036554,0.0165722526475579,130.785771620635,4.87432497045055
"459",459,"PV8_L_24_O2",189.96114200497,0.027520853253383,24.1182448979592,"PV8_L","P. verrucosa","8",4,"L1",24,2021-03-24 02:11:00,2021-03-24 02:31:00,"light","enriched",93.58,0.61,2,0.344302262,0.417243333,0.0167877204845636,"0",-0.0014174874036554,0.018205207888219,157.075603644429,5.05736367484981
"462",462,"PV11_L_28_O2",222.304463334897,0.0459241885553471,28.3392040816327,"PV11_L","P. verrucosa","11",6,"L1",28,2021-03-24 03:07:00,2021-03-24 03:27:00,"light","enriched",62.54,0.595,3,1.48062872,1.495356667,0.0273248921904315,"0",-0.00137336184051305,0.0286982540309446,69.0896806035375,4.23685172727716
"463",463,"PV21_L_28_O2",199.063522443715,0.0251091697936211,28.2615918367347,"PV21_L","P. verrucosa","21",10,"L1",28,2021-03-24 03:07:00,2021-03-24 03:27:00,"light","control",90.15,0.58,6,1.661026261,1.756996667,0.0145633184803002,"0",-0.00137336184051305,0.0159366803208133,32.6534763739127,3.48900910526964
"464",464,"PV29_L_28_O2",184.070000132275,0.00843373015873019,28.1310204081633,"PV29_L","P. verrucosa","29",3,"L1",28,2021-03-24 03:07:00,2021-03-24 03:27:00,"light","control",88.91,0.615,8,0.286292138,0.374936667,0.00518674404761907,"0",-0.00137336184051305,0.00656010588813212,62.9876543850421,4.14452509882078
"465",465,"PV3_L_28_O2",217.064843270945,0.0237271390374331,28.3474693877551,"PV3_L","P. verrucosa","3",2,"L1",28,2021-03-24 03:07:00,2021-03-24 03:27:00,"light","enriched",104.37,0.625,1,1.363743438,1.385563333,0.0148294618983957,"0",-0.00137336184051305,0.0162028237389087,42.0985198372534,3.74238514548022
"466",466,"PV30_L_28_O2",192.935811106609,0.0134704480998298,28.2978367346939,"PV30_L","P. verrucosa","30",7,"L1",28,2021-03-24 03:07:00,2021-03-24 03:27:00,"light","control",60.07,0.61,8,0.893279254,0.37493667,0.00821697334089618,"0",-0.00137336184051305,0.00959033518140923,92.0827686795032,4.52377322241847
"467",467,"PV32_L_28_O2",191.911925714286,0.01196,28.2052244897959,"PV32_L","P. verrucosa","32",9,"L1",28,2021-03-24 03:07:00,2021-03-24 03:27:00,"light","control",70.07,0.57,8,0.427049174,0.752066667,0.0068172,"0",-0.00137336184051305,0.00819056184051305,39.2066606853711,3.6713939876029
"468",468,"PV6_L_28_O2",188.009382358512,0.0274604445187165,28.4565306122449,"PV6_L","P. verrucosa","6",5,"L1",28,2021-03-24 03:07:00,2021-03-24 03:27:00,"light","enriched",67.31,0.63,2,0.559733783,0.456166667,0.0173000800467914,"0",-0.00137336184051305,0.0186734418873044,147.368046938633,4.99361152138749
"469",469,"PV8_L_28_O2",177.297792727494,0.0227743254193339,28.5437142857143,"PV8_L","P. verrucosa","8",4,"L1",28,2021-03-24 03:07:00,2021-03-24 03:27:00,"light","enriched",93.58,0.61,2,0.344302262,0.417243333,0.0138923385057937,"0",-0.00137336184051305,0.0152657003463067,131.713359807487,4.88138698117637
"472",472,"PV11_L_30_O2",203.702070689655,0.040841212458287,30.09154,"PV11_L","P. verrucosa","11",6,"L1",30,2021-03-24 03:45:00,2021-03-24 04:07:00,"light","enriched",62.54,0.595,3,1.48062872,1.495356667,0.0243005214126808,"0",-0.00147736499089669,0.0257778864035775,62.0590345439499,4.12969617414904
"473",473,"PV21_L_30_O2",190.869619061625,0.0226991456582633,30.0845882352941,"PV21_L","P. verrucosa","21",10,"L1",30,2021-03-24 03:45:00,2021-03-24 04:07:00,"light","control",90.15,0.58,6,1.661026261,1.756996667,0.0131655044817927,"0",-0.00147736499089669,0.0146428694726894,30.0025214001626,3.4046089356938
"474",474,"PV29_L_30_O2",177.463893613445,0.0071276241405653,30.0386666666667,"PV29_L","P. verrucosa","29",3,"L1",30,2021-03-24 03:45:00,2021-03-24 04:07:00,"light","control",88.91,0.615,8,0.286292138,0.374936667,0.00438348884644766,"0",-0.00147736499089669,0.00586085383734435,56.273700791285,4.03200275172642
"475",475,"PV3_L_30_O2",206.743261268816,0.0214476796569691,30.0760784313726,"PV3_L","P. verrucosa","3",2,"L1",30,2021-03-24 03:45:00,2021-03-24 04:07:00,"light","enriched",104.37,0.625,1,1.363743438,1.385563333,0.0134047997856057,"0",-0.00147736499089669,0.0148821647765024,38.6671557476966,3.65757338679662
"476",476,"PV30_L_30_O2",182.305035828877,0.0114110771581361,30.08814,"PV30_L","P. verrucosa","30",7,"L1",30,2021-03-24 03:45:00,2021-03-24 04:07:00,"light","control",60.07,0.61,8,0.893279254,0.37493667,0.00696075706646302,"0",-0.00147736499089669,0.00843812205735971,81.0196543498798,4.39592527886091
"477",477,"PV32_L_30_O2",183.394582937633,0.00936369013856251,29.897568627451,"PV32_L","P. verrucosa","32",9,"L1",30,2021-03-24 03:45:00,2021-03-24 04:07:00,"light","control",70.07,0.57,8,0.427049174,0.752066667,0.00533730337898063,"0",-0.00147736499089669,0.00681466836987732,32.6205205044121,3.48800241944457
"478",478,"PV6_L_30_O2",180.465021107716,0.0275238884644768,30.1167450980392,"PV6_L","P. verrucosa","6",5,"L1",30,2021-03-24 03:45:00,2021-03-24 04:07:00,"light","enriched",67.31,0.63,2,0.559733783,0.456166667,0.0173400497326204,"0",-0.00147736499089669,0.0188174147235171,148.504259309814,5.00128679479222
"479",479,"PV8_L_30_O2",168.088511960133,0.0293086378737542,30.1508039215686,"PV8_L","P. verrucosa","8",4,"L1",30,2021-03-24 03:45:00,2021-03-24 04:07:00,"light","enriched",93.58,0.61,2,0.344302262,0.417243333,0.0178782691029901,"0",-0.00147736499089669,0.0193556340938868,167.001548561574,5.11860170283293
"482",482,"PV11_L_32_O2",192.004201097561,0.0372644076655053,32.0218163265306,"PV11_L","P. verrucosa","11",6,"L1",32,2021-03-24 04:24:00,2021-03-24 04:44:00,"light","enriched",62.54,0.595,3,1.48062872,1.495356667,0.0221723225609757,"0",-0.00143035085865304,0.0236026734196287,56.8223128206131,4.04168740522492
"483",483,"PV21_L_32_O2",181.205298604651,0.0206799718111346,32.0327346938776,"PV21_L","P. verrucosa","21",10,"L1",32,2021-03-24 04:24:00,2021-03-24 04:44:00,"light","control",90.15,0.58,6,1.661026261,1.756996667,0.0119943836504581,"0",-0.00143035085865304,0.0134247345091111,27.5066226023751,3.31805569330128
"484",484,"PV29_L_32_O2",170.297632862903,0.00557883064516134,31.9884897959184,"PV29_L","P. verrucosa","29",3,"L1",32,2021-03-24 04:24:00,2021-03-24 04:44:00,"light","control",88.91,0.615,8,0.286292138,0.374936667,0.00343098084677422,"0",-0.00143035085865304,0.00486133170542727,46.6766675011227,3.84538452093409
"485",485,"PV3_L_32_O2",195.122173052729,0.0201399907493062,31.9849183673469,"PV3_L","P. verrucosa","3",2,"L1",32,2021-03-24 04:24:00,2021-03-24 04:44:00,"light","enriched",104.37,0.625,1,1.363743438,1.385563333,0.0125874942183164,"0",-0.00143035085865304,0.0140178450769694,36.4214619968511,3.59790008769796
"486",486,"PV30_L_32_O2",176.112280206264,0.0101553934300994,32.0599591836735,"PV30_L","P. verrucosa","30",7,"L1",32,2021-03-24 04:24:00,2021-03-24 04:44:00,"light","control",60.07,0.61,8,0.893279254,0.37493667,0.00619478999236063,"0",-0.00143035085865304,0.00762514085101368,73.2137165021742,4.29474771965607
"487",487,"PV32_L_32_O2",175.877782058823,0.00830253501400565,31.8538163265306,"PV32_L","P. verrucosa","32",9,"L1",32,2021-03-24 04:24:00,2021-03-24 04:44:00,"light","control",70.07,0.57,8,0.427049174,0.752066667,0.00473244495798322,"0",-0.00143035085865304,0.00616279581663626,29.5001306578191,3.38777877543578
"488",488,"PV6_L_32_O2",173.271391785384,0.0225258834412581,32.030306122449,"PV6_L","P. verrucosa","6",5,"L1",32,2021-03-24 04:24:00,2021-03-24 04:44:00,"light","enriched",67.31,0.63,2,0.559733783,0.456166667,0.0141913065679926,"0",-0.00143035085865304,0.0156216574266456,123.283814457062,4.81529993963575
"489",489,"PV8_L_32_O2",162.672263078818,0.0257783004926109,32.0992857142857,"PV8_L","P. verrucosa","8",4,"L1",32,2021-03-24 04:24:00,2021-03-24 04:44:00,"light","enriched",93.58,0.61,2,0.344302262,0.417243333,0.0157247633004926,"0",-0.00143035085865304,0.0171551141591457,148.015333232238,4.9979912488804
"492",492,"PV11_L_34_O2",176.252958694581,0.027671354679803,34.1729591836735,"PV11_L","P. verrucosa","11",6,"L1",34,2021-03-24 05:01:00,2021-03-24 05:22:00,"light","enriched",62.54,0.595,3,1.48062872,1.495356667,0.0164644560344828,"0",-0.00134567270739764,0.0178101287418804,42.8770372217624,3.76066595495656
"493",493,"PV21_L_34_O2",164.22258478839,0.0104710626734505,34.1758571428571,"PV21_L","P. verrucosa","21",10,"L1",34,2021-03-24 05:01:00,2021-03-24 05:22:00,"light","control",90.15,0.58,6,1.661026261,1.756996667,0.00607321635060129,"0",-0.00134567270739764,0.00741888905799893,15.2009398255712,2.72791425301978
"494",494,"PV29_L_34_O2",153.046448440748,-0.000324028887186807,34.1454693877551,"PV29_L","P. verrucosa","29",3,"L1",34,2021-03-24 05:01:00,2021-03-24 05:22:00,"light","control",88.91,0.615,8,0.286292138,0.374936667,-0.000199277765619886,"0",-0.00134567270739764,0.00114639494177775,11.0072504335776,2.40759808729531
"495",495,"PV3_L_34_O2",180.122891427317,0.0147256126482214,34.200387755102,"PV3_L","P. verrucosa","3",2,"L1",34,2021-03-24 05:01:00,2021-03-24 05:22:00,"light","enriched",104.37,0.625,1,1.363743438,1.385563333,0.00920350790513837,"0",-0.00134567270739764,0.010549180612536,27.4091045141201,3.31451702312061
"496",496,"PV30_L_34_O2",163.414633260918,0.00341843248663086,34.1845510204082,"PV30_L","P. verrucosa","30",7,"L1",34,2021-03-24 05:01:00,2021-03-24 05:22:00,"light","control",60.07,0.61,8,0.893279254,0.37493667,0.00208524381684482,"0",-0.00134567270739764,0.00343091652424246,32.9423619388118,3.49779043334986
"497",497,"PV32_L_34_O2",162.874642340519,0.00371831163146954,33.9099387755102,"PV32_L","P. verrucosa","32",9,"L1",34,2021-03-24 05:01:00,2021-03-24 05:22:00,"light","control",70.07,0.57,8,0.427049174,0.752066667,0.00211943762993764,"0",-0.00134567270739764,0.00346511033733527,16.5868236976483,2.81461940785746
"498",498,"PV6_L_34_O2",158.81644870621,0.0187719674256543,34.215693877551,"PV6_L","P. verrucosa","6",5,"L1",34,2021-03-24 05:01:00,2021-03-24 05:22:00,"light","enriched",67.31,0.63,2,0.559733783,0.456166667,0.0118263394781622,"0",-0.00134567270739764,0.0131720121855598,103.951575813003,4.64488669749193
"499",499,"PV8_L_34_O2",149.486985891182,0.0230457223264541,34.2871224489796,"PV8_L","P. verrucosa","8",4,"L1",34,2021-03-24 05:01:00,2021-03-24 05:22:00,"light","enriched",93.58,0.61,2,0.344302262,0.417243333,0.014057890619137,"0",-0.00134567270739764,0.0154035633265346,132.902849703592,4.89037055433501
"502",502,"PV11_L_36_O2",167.361306273504,0.0207022735042734,35.94656,"PV11_L","P. verrucosa","11",6,"L1",36,2021-03-24 05:37:00,2021-03-24 05:57:00,"light","enriched",62.54,0.595,3,1.48062872,1.495356667,0.0123178527350427,"0",-0.00156796331027754,0.0138858160453202,33.4294411937462,3.51242389448021
"503",503,"PV21_L_36_O2",156.456379230769,-0.00404418803418805,36.08004,"PV21_L","P. verrucosa","21",10,"L1",36,2021-03-24 05:37:00,2021-03-24 05:57:00,"light","control",90.15,0.58,6,1.661026261,1.756996667,-0.00234562905982907,"0",-0.00156796331027754,-0.000777665749551525,-1.59339898075372,NA
